a,b,c,d,e,f,g,h,i,j,class
0.137,0.529,0.462,0.15,0.403,0.511,0.736,0.836,0.467,0.745,0
0.878,0.222,0.522,0.182,0.986,0.721,0.418,0.32,0.481,0.997,0
0.623,0.173,0.952,0.489,0.319,0.113,0.182,0.62,0.126,0.645,1
0.406,0.685,0.345,0.542,0.776,0.103,0.091,0.306,0.486,0.135,1
0.138,0.988,0.83,0.058,0.329,0.045,0.029,0.213,0.251,0.364,1
0.118,0.071,0.713,0.645,0.603,0.854,0.194,0.88,0.041,0.715,1
0.832,0.105,0.74,0.938,0.289,0.339,0.162,0.583,0.433,0.775,1
0.587,0.932,0.758,0.087,0.945,0.523,0.075,0.199,0.889,0.829,1
0.773,0.6,0.963,0.512,0.128,0.031,0.83,0.082,0.753,0.342,1
0.728,0.065,0.236,0.339,0.958,0.989,0.516,0.484,0.358,0.73,0
0.141,0.972,0.242,0.45,0.88,0.909,0.7,0.871,0.238,0.8,0
0.457,0.953,0.64,0.343,0.819,0.237,0.778,0.717,0.479,0.913,0
0.552,0.284,0.488,0.591,0.55,0.933,0.997,0.832,0.632,0.036,0
0.146,0.105,0.625,0.707,0.976,0.601,0.459,0.443,0.489,0.383,0
0.651,0.674,0.765,0.165,0.78,0.555,0.985,0.115,0.396,0.386,1
0.051,0.521,0.454,0.246,0.522,0.687,0.673,0.025,0.745,0.284,1
0.889,0.076,0.956,0.93,0.489,0.161,0.862,0.195,0.964,0.526,0
0.531,0.068,0.257,0.703,0.181,0.902,0.592,0.867,0.619,0.266,0
0.135,0.566,0.85,0.127,0.228,0.577,0.297,0.256,0.976,0.869,1
0.711,0.554,0.947,0.331,0.886,0.773,0.394,0.887,0.816,0.785,1
0.715,0.134,0.429,0.549,0.803,0.356,0.559,0.925,0.124,0.856,1
0.129,0.695,0.121,0.139,0.746,0.896,0.095,0.168,0.418,1.0,1
0.069,0.988,0.133,0.744,0.131,0.138,0.271,0.513,0.732,0.608,0
0.469,0.142,0.909,0.053,0.57,0.332,0.757,0.975,0.421,0.046,1
0.248,0.315,0.137,0.066,0.276,0.033,0.02,0.964,0.348,0.991,1
0.656,0.941,0.633,0.993,0.892,0.937,0.723,0.798,0.02,0.335,1
0.67,0.405,0.539,0.356,0.749,0.613,0.565,0.208,0.595,0.446,1
0.509,0.375,0.158,0.714,0.55,0.483,0.783,0.967,0.241,0.142,1
0.414,0.98,0.405,0.366,0.301,0.168,0.129,0.792,0.898,0.27,0
0.751,0.093,0.357,0.939,0.859,0.425,0.538,0.51,0.663,0.92,1
0.68,0.849,0.382,0.879,0.015,0.011,0.336,0.438,0.301,0.641,0
0.391,0.721,0.3,0.26,0.814,0.215,0.044,0.58,0.465,0.538,1
0.744,0.036,0.916,0.704,0.661,0.554,0.261,0.535,0.968,0.835,1
0.369,0.722,0.648,0.134,0.337,0.132,0.185,0.61,0.231,0.619,0
0.316,0.42,0.801,0.683,0.588,0.99,0.003,0.105,0.644,0.425,0
0.239,0.129,0.133,0.698,0.901,0.82,0.596,0.44,0.012,0.306,0
0.072,0.465,0.157,0.605,0.449,0.468,0.723,0.528,0.553,0.247,1
0.011,0.685,0.62,0.366,0.92,0.497,0.165,0.299,0.865,0.277,0
0.0,0.466,0.123,0.514,0.546,0.719,0.096,0.766,0.967,0.418,0
0.53,0.492,0.159,0.417,0.291,0.84,0.287,0.407,0.046,0.021,1
0.467,0.053,0.059,0.912,0.499,0.231,0.053,0.914,0.576,0.772,1
0.113,0.046,0.988,0.998,0.13,0.439,0.461,0.863,0.909,0.197,0
0.424,0.575,0.72,0.072,0.974,0.568,0.381,0.533,0.591,0.722,1
0.564,0.742,0.421,0.504,0.195,0.581,0.357,0.722,0.858,0.742,1
0.066,0.461,0.483,0.535,0.201,0.329,0.66,0.752,0.097,0.36,0
0.883,0.339,0.882,0.893,0.014,0.053,0.808,0.994,0.425,0.754,1
0.636,0.496,0.546,0.735,0.9,0.265,0.798,0.144,0.831,0.765,0
0.846,0.906,0.846,0.596,0.515,0.916,0.335,0.116,0.558,0.688,0
0.394,0.704,0.561,0.528,0.072,0.762,0.708,0.382,0.578,0.029,0
0.397,0.04,0.155,0.536,0.305,0.893,0.248,0.971,0.669,0.449,0
0.216,0.765,0.037,0.605,0.59,0.32,0.465,0.21,0.536,0.351,1
0.839,0.173,0.991,0.537,0.063,0.488,0.553,0.445,0.75,0.422,1
0.392,0.892,0.782,0.181,0.627,0.936,0.224,0.001,0.943,0.638,1
0.202,0.4,0.194,0.723,0.252,0.024,0.106,0.123,0.968,0.167,1
0.277,0.906,0.313,0.332,0.377,0.135,0.924,0.415,0.155,0.205,1
0.622,0.151,0.358,0.176,0.835,0.691,0.729,0.774,0.451,0.982,0
0.463,0.831,0.107,0.021,0.564,0.243,0.872,0.286,0.074,0.402,1
0.507,0.961,0.286,0.386,0.254,0.047,0.723,0.287,0.594,0.694,0
0.349,0.181,0.964,0.404,0.738,0.255,0.06,0.849,0.28,0.789,1
0.79,0.217,0.689,0.798,0.064,0.784,0.941,0.203,0.345,0.396,0
0.873,0.579,0.234,0.702,0.839,0.774,0.243,0.373,0.86,0.13,0
0.948,0.075,0.533,0.649,0.605,0.54,0.127,0.984,0.199,0.768,1
0.054,0.23,0.793,0.436,0.062,0.667,0.532,0.693,0.815,0.655,1
0.45,0.242,0.31,0.947,0.246,0.728,0.519,0.103,0.052,0.929,0
0.185,0.503,0.099,0.131,0.804,0.563,0.119,0.383,0.547,0.544,0
0.898,0.433,0.044,0.862,0.515,0.04,0.485,0.15,0.546,0.752,0
0.298,0.622,0.518,0.959,0.903,0.1,0.27,0.747,0.847,0.917,1
0.281,0.52,0.763,0.376,0.124,0.578,0.638,0.783,0.013,0.678,1
0.974,0.424,0.918,0.376,0.441,0.561,0.404,0.515,0.076,0.505,0
0.673,0.904,0.593,0.864,0.327,0.635,0.396,0.424,0.16,0.275,0
0.633,0.659,0.599,0.957,0.673,0.977,0.062,0.854,0.261,0.71,1
0.743,0.014,0.253,0.82,0.519,0.742,0.85,0.079,0.045,0.576,0
0.773,0.677,0.446,0.785,0.212,0.861,0.716,0.915,0.211,0.936,1
0.185,0.182,0.631,0.707,0.241,0.079,0.318,0.877,0.699,0.87,0
0.377,0.474,0.646,0.684,0.524,0.299,0.681,0.145,0.522,0.517,0
0.782,0.721,0.863,0.31,0.77,0.688,0.039,0.466,0.717,0.73,1
0.023,0.279,0.028,0.366,0.449,0.427,0.975,0.391,0.428,0.201,0
0.211,0.18,0.681,0.687,0.23,0.974,0.576,0.366,0.201,0.855,1
0.978,0.691,0.603,0.912,0.009,0.616,0.568,0.825,0.933,0.963,0
0.197,0.282,0.395,0.56,0.586,0.514,0.727,0.841,0.314,0.434,0
0.808,0.425,0.959,0.781,0.492,0.478,0.288,0.094,0.616,0.295,0
0.838,0.877,0.272,0.042,0.532,0.167,0.056,0.938,0.945,0.065,0
0.537,0.242,0.311,0.448,0.146,0.09,0.84,0.873,0.873,0.344,1
0.699,0.036,0.987,0.101,0.715,0.718,0.716,0.332,0.961,0.618,1
0.981,0.728,0.319,0.607,0.958,0.201,0.257,0.635,0.355,0.904,0
0.251,0.846,0.777,0.211,0.751,0.453,0.753,0.462,0.643,0.288,0
0.901,0.402,0.025,0.059,0.705,0.112,0.166,0.712,0.137,0.806,1
0.677,0.261,0.252,0.471,0.273,0.897,0.923,0.762,0.14,0.692,0
0.778,0.313,0.353,0.07,0.545,0.321,0.003,0.019,0.986,0.527,1
0.631,0.781,0.75,0.546,0.7,0.762,0.884,0.79,0.348,0.728,1
0.286,0.154,0.302,0.194,0.813,0.619,0.931,0.652,0.638,0.548,1
0.139,0.128,0.998,0.789,0.998,0.533,0.07,0.08,0.725,0.944,0
0.197,0.061,0.563,0.322,0.395,0.643,0.667,0.526,0.692,0.683,0
0.602,0.128,0.017,0.514,0.285,0.262,0.061,0.046,0.353,0.282,0
0.119,0.211,0.224,0.017,0.745,0.039,0.548,0.031,0.301,0.614,0
0.138,0.626,0.491,0.781,0.917,0.656,0.36,0.656,0.081,0.558,1
0.418,0.644,0.293,0.867,0.443,0.774,0.785,0.319,0.225,0.216,1
0.094,0.924,0.713,0.041,0.533,0.534,0.356,0.058,0.026,0.003,0
0.522,0.61,0.202,0.108,0.285,0.95,0.178,0.217,0.511,0.984,1
0.901,0.416,0.534,0.839,0.59,0.29,0.438,0.584,0.219,0.8,1
0.902,0.148,0.423,0.569,0.436,0.064,0.902,0.285,0.39,0.712,0
0.62,0.448,0.7,0.004,0.255,0.609,0.51,0.431,0.812,0.442,1
0.808,0.499,0.809,0.006,0.41,0.65,0.066,0.145,0.423,0.057,0
0.978,0.05,0.017,0.61,0.625,0.775,0.306,0.72,0.475,0.386,0
0.523,0.059,0.106,0.321,0.412,0.953,0.866,0.914,0.76,0.113,1
0.6,0.467,0.328,0.66,0.516,0.277,0.109,0.287,0.3,0.297,1
0.546,0.648,0.089,0.54,0.286,0.27,0.178,0.447,0.907,0.263,0
0.336,0.41,0.37,0.732,0.82,0.493,0.449,0.967,0.949,0.957,0
0.178,0.429,0.848,0.184,0.284,0.728,0.777,0.597,0.084,0.985,0
0.827,0.659,0.269,0.224,0.638,0.644,0.029,0.005,0.071,0.83,1
0.095,0.573,0.024,0.802,0.227,0.747,0.666,0.502,0.693,0.83,0
0.337,0.476,0.442,0.93,0.282,0.601,0.991,0.881,0.207,0.062,1
0.91,0.828,0.939,0.428,0.356,0.798,0.484,0.256,0.93,0.538,0
0.961,0.881,0.891,0.581,0.125,0.478,0.989,0.299,0.36,0.934,1
0.917,0.546,0.419,0.948,0.76,0.636,0.194,0.532,0.314,0.974,1
0.617,0.963,0.812,0.044,0.429,0.509,0.425,0.383,0.045,0.042,1
0.151,0.301,0.133,0.955,0.261,0.244,0.185,0.298,0.12,0.129,0
0.433,0.138,0.115,0.784,0.366,0.149,0.16,0.952,0.497,0.749,0
0.594,0.084,0.32,0.236,0.677,0.643,0.007,0.76,0.075,0.378,1
0.526,0.825,0.026,0.303,0.308,0.639,0.228,0.279,0.481,0.487,0
0.337,0.912,0.439,0.016,0.914,0.24,0.677,0.4,0.059,0.55,0
0.552,0.196,0.306,0.778,0.181,0.433,0.565,0.457,0.595,0.024,1
0.552,0.776,0.361,0.589,0.517,0.748,0.833,0.088,0.431,0.783,0
0.94,0.422,0.703,0.945,0.581,0.864,0.934,0.673,0.347,0.046,0
0.423,0.775,0.058,0.39,0.259,0.271,0.669,0.654,0.046,0.982,0
0.655,0.226,0.773,0.684,0.842,0.559,0.401,0.565,0.936,0.952,1
0.53,0.61,0.66,0.59,0.247,0.759,0.696,0.663,0.871,0.913,0
0.47,0.001,0.505,0.449,0.16,0.628,0.463,0.061,0.686,0.225,0
0.036,0.275,0.604,0.19,0.668,0.18,0.95,0.858,0.278,0.971,1
0.988,0.947,0.623,0.117,0.958,0.143,0.226,0.537,0.767,0.905,1
0.068,0.037,0.038,0.415,0.9,0.024,0.791,0.015,0.053,0.999,1
0.397,0.888,0.223,0.887,0.17,0.274,0.087,0.736,0.533,0.006,1
0.322,0.552,0.062,0.875,0.897,0.947,0.357,0.118,0.176,0.786,0
0.481,0.109,0.763,0.448,0.767,0.497,0.027,0.979,0.379,0.528,1
0.978,0.475,0.736,0.587,0.362,0.057,0.172,0.024,0.74,0.154,0
0.267,0.249,0.408,0.109,0.648,0.389,0.232,0.34,0.815,0.617,1
0.499,0.234,0.839,0.058,0.086,0.181,0.253,0.453,0.622,0.28,1
0.323,0.066,0.457,0.077,0.738,0.297,0.898,0.683,0.949,0.244,0
0.23,0.517,0.468,0.586,0.017,0.171,0.139,0.461,0.108,0.098,1
0.116,0.434,0.13,0.116,0.951,0.19,0.902,0.114,0.055,0.895,0
0.781,0.566,0.346,0.086,0.18,0.104,0.091,0.761,0.758,0.616,1
0.58,0.371,0.323,0.106,0.656,0.377,0.948,0.376,0.991,0.541,1
0.349,0.992,0.777,0.62,0.46,0.7,0.03,0.716,0.015,0.192,1
0.698,0.296,0.587,0.943,0.406,0.633,0.523,0.327,0.097,0.557,1
0.36,0.26,0.108,0.787,0.047,0.678,0.383,0.879,0.205,0.413,0
0.273,0.691,0.6,0.317,0.729,0.195,0.078,0.571,0.27,0.845,0
0.439,0.596,0.941,0.824,0.27,0.419,0.403,0.731,0.945,0.542,0
0.489,0.352,0.829,0.838,0.321,0.072,0.985,0.234,0.966,0.315,0
0.442,0.38,0.995,0.006,0.634,0.112,0.399,0.247,0.466,0.292,1
0.566,0.861,0.378,0.991,0.228,0.529,0.614,0.203,0.583,0.502,1
0.7,0.819,0.853,0.753,0.035,0.691,0.843,0.887,0.166,0.57,1
0.979,0.82,0.82,0.772,0.783,0.948,0.374,0.112,0.008,0.121,0
0.77,0.994,0.328,0.071,0.166,0.568,0.244,0.473,0.554,0.877,1
0.105,0.721,0.851,0.936,0.335,0.521,0.217,0.106,0.01,0.62,1
0.194,0.362,0.571,0.761,0.057,0.657,0.512,0.647,0.877,0.948,0
0.682,0.309,0.814,0.055,0.346,0.63,0.511,0.786,0.377,0.743,1
0.335,0.663,0.386,0.174,0.247,0.37,0.226,0.3,0.298,0.17,0
0.813,0.336,0.094,0.804,0.711,0.218,0.784,0.731,0.058,0.481,1
0.664,0.298,0.037,0.548,0.594,0.253,0.634,0.928,0.627,0.236,1
0.263,0.603,0.794,0.712,0.116,0.494,0.391,0.648,0.834,0.672,1
0.412,0.515,0.285,0.102,0.752,0.333,0.777,0.461,0.426,0.508,0
0.626,0.384,0.572,0.36,0.748,0.596,0.392,0.889,0.684,0.93,0
0.219,0.623,0.125,0.944,0.653,0.525,0.204,0.901,0.805,0.62,1
0.957,0.021,0.287,0.311,0.593,0.934,0.006,0.588,0.939,0.262,0
0.925,0.998,0.411,0.296,0.849,0.602,0.941,0.563,0.958,0.255,0
0.176,0.993,0.151,0.731,0.986,0.041,0.663,0.279,0.254,0.322,1
0.335,0.465,0.302,0.324,0.413,0.833,0.93,0.671,0.037,0.887,0
0.75,0.588,0.795,0.094,0.841,0.935,0.089,1.0,0.928,0.546,1
0.27,0.209,0.065,0.634,0.042,0.575,0.091,0.81,0.451,0.966,1
0.445,0.045,0.934,0.361,0.24,0.67,0.451,0.843,0.793,0.143,0
0.283,0.831,0.163,0.451,0.67,0.901,0.176,0.862,0.948,0.14,0
0.278,0.52,0.696,0.502,0.665,0.161,0.501,0.444,0.677,0.14,0
0.404,0.328,0.488,0.086,0.171,0.792,0.205,0.126,0.408,0.834,1
0.147,0.001,0.767,0.003,0.379,0.901,0.063,0.342,0.125,0.517,1
0.355,0.074,0.896,0.451,0.934,0.373,0.975,0.933,0.999,0.366,1
0.52,0.741,0.166,0.251,0.082,0.185,0.72,0.018,0.885,0.08,1
0.456,0.561,0.187,0.865,0.572,0.787,0.089,0.473,0.393,0.134,0
0.699,0.349,0.68,0.37,0.803,0.42,0.095,0.685,0.829,0.833,1
0.358,0.615,0.796,0.532,0.008,0.254,0.379,0.656,0.733,0.684,1
0.136,0.904,0.639,0.688,0.084,0.492,0.254,0.453,0.563,0.852,1
0.691,0.558,0.188,0.746,0.313,0.279,0.167,0.85,0.102,0.667,0
0.981,0.221,0.38,0.556,0.603,0.46,0.743,0.713,0.871,0.726,1
0.138,0.286,0.386,0.667,0.412,0.55,0.194,0.124,0.261,0.328,1
0.905,0.6,0.877,0.951,0.952,0.197,0.709,0.155,0.045,0.105,0
0.371,0.146,0.703,0.498,0.225,0.752,0.229,0.594,0.764,0.39,1
0.877,0.649,0.822,0.105,0.309,0.515,0.837,0.473,0.915,0.377,0
0.185,0.846,0.609,0.42,0.911,0.173,0.824,0.333,0.679,0.218,0
0.582,0.261,0.942,0.179,0.211,0.301,0.98,0.495,0.524,0.726,1
0.243,0.691,0.922,0.398,0.906,0.042,0.681,0.693,0.049,0.058,0
0.244,0.751,0.699,0.789,0.311,0.35,0.012,0.123,0.974,0.976,0
0.488,0.038,0.146,0.483,0.0,0.312,0.32,0.354,0.995,0.196,0
0.784,0.586,0.921,0.978,0.029,0.032,0.067,0.761,0.508,0.54,0
0.856,0.187,0.008,0.699,0.023,0.977,0.133,0.751,0.949,0.177,0
0.951,0.767,0.105,0.48,0.314,0.787,0.848,0.69,0.912,0.878,0
0.359,0.274,0.911,0.039,0.811,0.863,0.772,0.205,0.584,0.842,0
0.112,0.173,0.086,0.892,0.766,0.402,0.228,0.956,0.215,0.159,0
0.641,0.828,0.536,0.219,0.452,0.603,0.414,0.511,0.576,0.084,0
0.575,0.517,0.475,0.932,0.488,0.705,0.884,0.066,0.937,0.236,1
0.849,0.601,0.124,0.696,0.438,0.861,0.977,0.534,0.562,0.069,1
0.685,0.548,0.291,0.067,0.508,0.865,0.787,0.142,0.328,0.129,1
0.051,0.427,0.845,0.991,0.784,0.404,0.489,0.296,0.84,0.42,0
0.888,0.729,0.029,0.252,0.692,0.767,0.306,0.234,0.884,0.584,0
0.092,0.238,0.77,0.6,0.889,0.561,0.63,0.712,0.865,0.007,0
0.267,0.019,0.86,0.731,0.581,0.502,0.078,0.32,0.021,0.371,1
0.706,0.466,0.36,0.71,0.654,0.976,0.014,0.215,0.482,0.371,0
0.847,0.846,0.81,0.203,0.469,0.386,0.404,0.658,0.667,0.474,1
0.148,0.326,0.635,0.695,0.526,0.778,0.303,0.511,0.764,0.44,1
0.331,0.872,0.993,0.261,0.679,0.473,0.474,0.984,0.725,0.809,0
0.236,0.461,0.534,0.863,0.621,0.991,0.566,0.456,0.29,0.685,1
0.247,0.824,0.097,0.265,0.809,0.095,0.061,0.294,0.529,0.547,1
0.123,0.882,0.603,0.347,0.263,0.056,0.086,0.175,0.027,0.97,1
0.077,0.315,0.864,0.321,0.189,0.986,0.697,0.298,0.13,0.134,0
0.952,0.718,0.758,0.513,0.859,0.563,0.99,0.991,0.502,0.45,0
0.09,0.587,0.661,0.565,0.938,0.118,0.326,0.326,0.325,0.894,0
0.529,0.7,0.325,0.633,0.187,0.873,0.78,0.687,0.161,0.344,1
0.075,0.03,0.653,0.346,0.059,0.85,0.756,0.29,0.843,0.174,0
0.734,0.08,0.27,0.312,0.611,0.778,0.397,0.243,0.155,0.982,0
0.041,0.428,0.822,0.677,0.261,0.617,0.015,0.992,0.918,0.077,0
0.501,0.339,0.863,0.808,0.117,0.386,0.89,0.183,0.162,0.228,1
0.5,0.908,0.944,0.842,0.108,0.772,0.742,0.673,0.177,0.247,1
0.777,0.09,0.394,0.913,0.669,0.492,0.151,0.113,0.925,0.228,1
0.529,0.514,0.903,0.961,0.653,0.084,0.422,0.018,0.358,0.372,1
0.018,0.417,0.506,0.027,0.344,0.258,0.723,0.931,0.525,0.496,1
0.537,0.708,0.337,0.42,0.741,0.187,0.735,0.281,0.983,0.714,0
0.139,0.839,0.138,0.871,0.483,0.015,0.41,0.336,0.209,0.809,0
0.235,0.28,0.024,0.969,0.695,0.818,0.709,0.412,0.324,0.998,0
0.921,0.544,0.162,0.973,0.939,0.726,0.784,0.061,0.117,0.309,1
0.257,0.131,0.715,0.128,0.744,0.06,0.494,0.159,0.567,0.463,0
0.301,0.053,0.42,0.847,0.65,0.087,0.724,0.766,0.466,0.894,1
0.298,0.798,0.768,0.776,0.453,0.634,0.58,0.682,0.672,0.033,1
0.394,0.721,0.661,0.535,0.338,0.259,0.629,0.172,0.306,0.031,1
0.561,0.444,0.76,0.594,0.792,0.937,0.077,0.236,0.593,0.167,1
0.984,0.475,0.794,0.08,0.426,0.317,0.337,0.968,0.707,0.055,1
0.577,0.226,0.749,0.382,0.879,0.528,0.186,0.029,0.947,0.309,0
0.155,0.204,0.974,0.334,0.473,0.124,0.629,0.852,0.343,0.09,0
0.19,0.467,0.969,0.906,0.101,0.329,0.903,0.912,0.483,0.594,0
0.257,0.822,0.422,0.038,0.975,0.215,0.217,0.467,0.639,0.254,1
0.826,0.978,0.713,0.288,0.912,0.925,0.945,0.081,0.146,0.033,0
0.473,0.069,0.43,0.201,0.556,0.4,0.553,0.72,0.073,0.099,1
0.631,0.169,0.261,0.337,0.78,0.874,0.631,0.283,0.158,0.679,1
0.113,0.489,0.861,0.611,0.896,0.968,0.552,0.809,0.331,0.127,1
0.431,0.764,0.073,0.895,0.804,0.851,0.135,0.726,0.217,0.234,1
0.029,0.397,0.311,0.919,0.418,0.301,0.968,0.416,0.163,0.924,1
0.225,0.293,0.206,0.89,0.998,0.403,0.449,0.746,0.224,0.824,0
0.003,0.004,0.572,0.151,0.918,0.406,0.328,0.541,0.041,0.599,0
0.111,0.214,0.667,0.304,0.495,0.412,0.802,0.922,0.971,0.709,0
0.312,0.373,0.397,0.293,0.42,0.224,0.102,0.28,0.502,0.37,1
0.054,0.58,0.713,0.941,0.694,0.285,0.783,0.962,0.951,0.575,0
0.616,0.013,0.807,0.013,0.883,0.411,0.328,0.997,0.646,0.998,1
0.054,0.655,0.218,0.916,0.423,0.276,0.169,0.9,0.311,0.317,1
0.802,0.64,0.091,0.079,0.815,0.704,0.098,0.063,0.727,0.254,1
0.312,0.339,0.184,0.23,0.915,0.747,0.037,0.995,0.962,0.461,1
0.241,0.308,0.829,0.577,0.186,0.8,0.372,0.925,0.167,0.14,1
0.121,0.034,0.242,0.99,0.818,0.426,0.751,0.762,0.643,0.401,0
0.71,0.229,0.13,0.116,0.501,0.473,0.473,0.932,0.281,0.369,0
0.039,0.242,0.89,0.616,0.357,0.877,0.64,0.726,0.033,0.788,1
0.622,0.816,0.947,0.907,0.521,0.864,0.108,0.622,0.491,0.312,0
0.122,0.405,0.185,0.199,0.164,0.793,0.615,0.498,0.789,0.945,0
0.432,0.21,0.418,0.663,0.152,0.692,0.227,0.049,0.581,0.025,0
0.967,0.161,0.853,0.77,0.305,0.131,0.958,0.38,0.381,0.144,0
0.713,0.178,0.131,0.102,0.445,0.524,0.662,0.088,0.341,0.464,0
0.967,0.901,0.761,0.734,0.125,0.924,0.09,0.524,0.078,0.332,1
0.714,0.992,0.835,0.188,0.83,0.991,0.679,0.837,0.033,0.048,1
0.146,0.273,0.239,0.6,0.585,0.134,0.479,0.082,0.786,0.124,1
0.402,0.921,0.911,0.347,0.677,0.973,0.655,0.837,0.806,0.378,0
0.039,0.086,0.307,0.161,0.892,0.364,0.292,0.225,0.622,0.541,1
0.125,0.339,0.678,0.288,0.782,0.433,0.117,0.956,0.291,0.163,1
0.024,0.732,0.964,0.96,0.909,0.863,0.042,0.514,0.98,0.118,0
0.888,0.31,0.221,0.375,0.785,0.223,0.929,0.524,0.758,0.074,1
0.952,0.286,0.343,0.479,0.112,0.905,0.164,0.047,0.667,0.618,0
0.929,0.614,0.786,0.992,0.471,0.035,0.356,0.699,0.65,0.693,0
0.523,0.267,0.817,0.959,0.434,0.858,0.235,0.599,0.714,0.859,1
0.325,0.705,0.955,0.612,0.681,0.048,0.02,0.647,0.505,0.828,0
0.521,0.135,0.939,0.801,0.099,0.899,0.149,0.238,0.045,0.169,0
0.462,0.897,0.27,0.333,0.204,0.006,0.931,0.829,0.885,0.457,0
0.872,0.763,0.644,0.242,0.812,0.319,0.464,0.864,0.625,0.284,1
0.101,0.791,0.205,0.032,0.242,0.236,0.16,0.861,0.369,0.556,0
0.804,0.478,0.217,0.629,0.179,0.765,0.232,0.231,0.126,0.968,1
0.87,0.882,0.424,0.164,0.979,0.241,0.078,0.702,0.502,0.082,0
0.392,0.153,0.839,0.284,0.592,0.496,0.874,0.476,0.104,0.201,0
0.549,0.327,0.363,0.109,0.931,0.54,0.505,0.3,0.091,0.529,1
0.302,0.068,0.142,0.646,0.79,0.251,0.169,0.445,0.935,0.886,0
0.576,0.809,0.043,0.523,0.324,0.701,0.874,0.34,0.057,0.329,0
0.725,0.867,0.027,0.752,0.094,0.453,0.037,0.541,0.289,0.873,1
0.59,0.554,0.51,0.691,0.126,0.356,0.374,0.055,0.467,0.393,0
0.302,0.302,0.663,0.467,0.607,0.47,0.206,0.248,0.031,0.025,0
0.741,0.903,0.508,0.776,0.243,0.884,0.561,0.146,0.578,0.692,0
0.009,0.501,0.66,0.451,0.098,0.788,0.847,0.067,0.328,0.228,1
0.889,0.297,0.943,0.05,0.42,0.514,0.789,0.32,0.656,0.6,0
0.651,0.799,0.896,0.233,0.282,0.031,0.604,0.954,0.767,0.916,1
0.871,0.793,0.159,0.825,0.888,0.3,0.393,0.126,0.917,0.879,0
0.199,0.909,0.73,0.551,0.272,0.433,0.794,0.076,0.755,0.352,1
0.926,0.213,0.793,0.362,0.437,0.002,0.434,0.408,0.045,0.882,0
0.713,0.083,0.361,0.63,0.926,0.461,0.533,0.911,0.155,0.81,0
0.783,0.706,0.836,0.476,0.595,0.994,0.058,0.51,0.793,0.66,0
0.965,0.372,0.834,0.127,0.849,0.224,0.238,0.273,0.58,0.733,1
0.409,0.15,0.749,0.212,0.195,0.348,0.12,0.064,0.338,0.472,1
0.249,0.442,0.733,0.213,0.896,0.146,0.64,0.743,0.389,0.538,1
0.742,0.216,0.017,0.364,0.344,0.888,0.771,0.24,0.004,0.256,0
0.341,0.184,0.38,0.433,0.878,0.55,0.261,0.987,0.94,0.08,1
0.177,0.741,0.2,0.683,0.49,0.439,0.095,0.852,0.266,0.571,0
0.594,0.023,0.773,0.551,0.271,0.238,0.868,0.572,0.063,0.682,0
0.779,0.454,0.746,0.806,0.861,0.576,0.701,0.885,0.965,0.697,1
0.269,0.077,0.258,0.546,0.803,0.048,0.226,0.318,0.748,0.569,1
0.588,0.899,0.611,0.422,0.661,0.003,0.798,0.645,0.883,0.69,0
0.397,0.813,0.362,0.549,0.89,0.84,0.705,0.778,0.892,0.532,1
0.509,0.548,0.816,0.034,0.073,0.623,0.056,0.639,0.912,0.792,0
0.44,0.866,0.886,0.735,0.711,0.93,0.132,0.802,0.752,0.876,1
0.042,0.375,0.494,0.701,0.601,0.651,0.725,0.123,0.526,0.009,0
0.719,0.537,0.803,0.434,0.642,0.088,0.692,0.912,0.999,0.418,0
0.473,0.275,0.584,0.169,0.058,0.59,0.682,0.73,0.575,0.49,0
0.849,0.547,0.196,0.463,0.641,0.774,0.522,0.279,0.934,0.493,1
0.159,0.87,0.815,0.851,0.392,0.754,0.03,0.3,0.187,0.135,0
0.099,0.034,0.204,0.885,0.879,0.887,0.945,0.035,0.095,0.373,0
0.645,0.097,0.51,0.04,0.664,0.82,0.355,0.598,0.306,0.091,1
0.746,0.927,0.823,0.228,0.151,0.623,0.175,0.648,0.479,0.721,0
0.904,0.512,0.043,0.945,0.294,0.391,0.776,0.42,0.234,0.698,0
0.78,0.367,0.425,0.636,0.472,0.005,0.565,0.294,0.948,0.151,0
0.638,0.89,0.455,0.056,0.911,0.083,0.232,0.852,0.23,0.034,0
0.266,0.076,0.694,0.647,0.29,0.962,0.516,0.939,0.826,0.828,1
0.751,0.35,0.01,0.834,0.642,0.071,0.323,0.162,0.315,0.84,0
0.411,0.443,0.303,0.189,0.136,0.031,0.142,0.49,0.081,0.423,0
0.506,0.989,0.216,0.244,0.778,0.093,0.781,0.2,0.197,0.346,1
0.217,0.612,0.434,0.793,0.745,0.477,0.705,0.31,0.217,0.027,1
0.922,0.746,0.647,0.608,0.901,0.982,0.083,0.16,0.804,0.823,1
0.12,0.437,0.676,0.281,0.08,0.517,0.909,0.272,0.164,0.948,1
0.887,0.218,0.767,0.649,0.949,0.946,0.397,0.145,0.698,0.954,0
0.281,0.58,0.082,0.08,0.712,0.288,0.923,0.196,0.499,0.735,1
0.335,0.381,0.723,0.975,0.698,0.574,0.34,0.849,0.011,0.952,0
0.008,0.662,0.26,0.572,0.362,0.105,0.274,0.389,0.66,0.795,1
0.569,0.459,0.52,0.74,0.845,0.065,0.146,0.958,0.25,0.522,1
0.197,0.022,0.886,0.058,0.425,0.829,0.628,0.848,0.746,0.031,0
